"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","STINT","TOT","PC_PA","M","2016-09",-0.3016,
"EA19","STINT","TOT","PC_PA","M","2016-10",-0.309,
"EA19","STINT","TOT","PC_PA","M","2016-11",-0.3127,
"EA19","STINT","TOT","PC_PA","M","2016-12",-0.3158,
"EA19","STINT","TOT","PC_PA","M","2017-01",-0.3255,
"EA19","STINT","TOT","PC_PA","M","2017-02",-0.3286,
"EA19","STINT","TOT","PC_PA","M","2017-03",-0.3293,
"EA19","STINT","TOT","PC_PA","M","2017-04",-0.3304,
"EA19","STINT","TOT","PC_PA","M","2017-05",-0.3295,
"EA19","STINT","TOT","PC_PA","M","2017-06",-0.33,
"EA19","STINT","TOT","PC_PA","M","2017-07",-0.3304,
"EA19","STINT","TOT","PC_PA","M","2017-08",-0.3291,
"EA19","STINT","TOT","PC_PA","M","2017-09",-0.3294,
"EA19","STINT","TOT","PC_PA","M","2017-10",-0.3295,
"EA19","STINT","TOT","PC_PA","M","2017-11",-0.329,
"EA19","STINT","TOT","PC_PA","M","2017-12",-0.3279,
"EA19","STINT","TOT","PC_PA","M","2018-01",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-02",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-03",-0.3279,
"EA19","STINT","TOT","PC_PA","M","2018-04",-0.3285,
"EA19","STINT","TOT","PC_PA","M","2018-05",-0.3252,
"EA19","STINT","TOT","PC_PA","M","2018-06",-0.322,
"EA19","STINT","TOT","PC_PA","M","2018-07",-0.3207,
"EA19","STINT","TOT","PC_PA","M","2018-08",-0.319,
"EA19","STINT","TOT","PC_PA","M","2018-09",-0.3188,
"EA19","STINT","TOT","PC_PA","M","2018-10",-0.3177,
"EA19","STINT","TOT","PC_PA","M","2018-11",-0.3164,
"EA19","STINT","TOT","PC_PA","M","2018-12",-0.3119,
"EA19","STINT","TOT","PC_PA","M","2019-01",-0.308,
"EA19","STINT","TOT","PC_PA","M","2019-02",-0.3084,
"EA19","STINT","TOT","PC_PA","M","2019-03",-0.3092,
"EA19","STINT","TOT","PC_PA","M","2019-04",-0.3105,
"EA19","STINT","TOT","PC_PA","M","2019-05",-0.3119,
"EA19","STINT","TOT","PC_PA","M","2019-06",-0.3289,
"EA19","STINT","TOT","PC_PA","M","2019-07",-0.3649,
"EA19","STINT","TOT","PC_PA","M","2019-08",-0.4077,
"EA19","STINT","TOT","PC_PA","M","2019-09",-0.4176,
"EA19","STINT","TOT","PC_PA","M","2019-10",-0.4129,
"EA19","STINT","TOT","PC_PA","M","2019-11",-0.4013,
"EA19","STINT","TOT","PC_PA","M","2019-12",-0.3947,
"EA19","STINT","TOT","PC_PA","M","2020-01",-0.3911,
"EA19","STINT","TOT","PC_PA","M","2020-02",-0.4088,
"EA19","STINT","TOT","PC_PA","M","2020-03",-0.4166,
"EA19","STINT","TOT","PC_PA","M","2020-04",-0.254,
"EA19","STINT","TOT","PC_PA","M","2020-05",-0.272,
"EA19","STINT","TOT","PC_PA","M","2020-06",-0.376,
"EA19","STINT","TOT","PC_PA","M","2020-07",-0.4441,
"EA19","STINT","TOT","PC_PA","M","2020-08",-0.4797,
"EA19","STINT","TOT","PC_PA","M","2020-09",-0.4914,
"EA19","STINT","TOT","PC_PA","M","2020-10",-0.5091,
"EA19","STINT","TOT","PC_PA","M","2020-11",-0.5209,
"EA19","STINT","TOT","PC_PA","M","2020-12",-0.5381,
"EA19","STINT","TOT","PC_PA","M","2021-01",-0.5472,
"EA19","STINT","TOT","PC_PA","M","2021-02",-0.5411,
"EA19","STINT","TOT","PC_PA","M","2021-03",-0.5391,
"EA19","STINT","TOT","PC_PA","M","2021-04",-0.5382,
"EA19","STINT","TOT","PC_PA","M","2021-05",-0.5401,
"EA19","STINT","TOT","PC_PA","M","2021-06",-0.5429,
"EA19","STINT","TOT","PC_PA","M","2021-07",-0.5448,
"EA19","STINT","TOT","PC_PA","M","2021-08",-0.5476,
"EA19","STINT","TOT","PC_PA","M","2021-09",-0.545,
"EA19","STINT","TOT","PC_PA","M","2021-10",-0.5498,
"EA19","STINT","TOT","PC_PA","M","2021-11",-0.5674,
"EA19","STINT","TOT","PC_PA","M","2021-12",-0.582,
"EA19","STINT","TOT","PC_PA","M","2022-01",-0.5601,
"EA19","STINT","TOT","PC_PA","M","2022-02",-0.5315,
"EA19","STINT","TOT","PC_PA","M","2022-03",-0.4954,
"EA19","STINT","TOT","PC_PA","M","2022-04",-0.4479,
"EA19","STINT","TOT","PC_PA","M","2022-05",-0.3857,
"EA19","STINT","TOT","PC_PA","M","2022-06",-0.2392,
"EA19","STINT","TOT","PC_PA","M","2022-07",0.0366,
"EA19","STINT","TOT","PC_PA","M","2022-08",0.3947,
"EA19","STINT","TOT","PC_PA","M","2022-09",1.0109,
"EA19","STINT","TOT","PC_PA","M","2022-10",1.4277,
"EA19","STINT","TOT","PC_PA","M","2022-11",1.8252,
"EA19","STINT","TOT","PC_PA","M","2022-12",2.0663,
"EA19","STINT","TOT","PC_PA","M","2023-01",2.3449,
"EA19","STINT","TOT","PC_PA","M","2023-02",2.6403,
